                Ofua Ce ntral,,"1,656","1,918","3,574",648,25.6
                Opi,,646,656,"1,302",239,23.8
                Subbe,,871,913,"1,784",294,19.4
                Tianyu,,869,904,"1,773",333,23.4
,,,,,,
Ukusijoni Sub C ounty,,"5,563","5,754","11,317","1,996",22
                Ayiri,,"1,887","1,909","3,796",672,23.1
                Gulinya,,757,719,"1,476",253,20.9
                Kiraba,,731,806,"1,537",260,22.3
                Maaji,,"1,040","1,083","2,123",352,18.8
                Payaru,,"1,148","1,237","2,385",459,23.5
,,,,,,
Pacara Sub Cou nty,,"8,365","8,805","17,170","2,972",33.8
                Alere,,"3,074","3,160","6,234","1,004",52.7
                Jihwa,,997,"1,076","2,073",427,22.7
                Marindi,,"2,198","2,333","4,531",762,21.5
                Omi,,916,955,"1,871",331,24.2
                Unna,,"1,180","1,281","2,461",448,29.9
,,,,,,
Pakele Sub Coun ty,,"23,502","25,966","49,468","9,231",56.3
                Boroli,,"2,430","2,759","5,189","1,041",49.5
                Fuda,,"1,055","1,161","2,216",420,22.4
                Ibbiawo ro,,412,480,892,181,32.6
                Lewa,,"10,893","12,666","23,559","4,335",78.7
                Meliade ri,,990,950,"1,940",385,30.1
                Melijo,,"2,191","2,135","4,326",680,46.2
                Nyivura,,731,759,"1,490",285,32.6
                Pakele Town Board,,"2,775","2,856","5,631","1,071",31.9
                Pereci,,"2,025","2,200","4,225",833,30.5
,,,,,,
,,,,,,
,,,,,,
Apac Sub County,,"180,995","187,631","368,626","71,620",22
            Abongom ola,,"16,735","17,454","34,189","6,391",19.2
                Abany,,"2,216","2,235","4,451",840,18.2
                Abwong,,"3,500","3,622","7,122","1,320",17
                Achungi,,"2,726","2,836","5,562","1,049",22.7
                Akali,,"3,534","3,599","7,133","1,373",18.2
                Amorigo ga,,"3,094","3,389","6,483","1,202",20.2
                Tei-Oro,,"1,665","1,773","3,438",607,18.9
,,,,,,
Aduku Sub Coun ty,,"14,371","15,194","29,565","5,776",23.1
                Aboko,,"4,281","4,618","8,899","1,785",24.4
                Adyeda,,"1,391","1,442","2,833",544,20.6
                Alira,,"3,046","3,256","6,302","1,233",24.1
                Apire,,"3,035","3,085","6,120","1,137",20.6
                Ongoce ng,,"2,618","2,793","5,411","1,077",24
,,,,,,
Aduku Town Council,,"3,672","4,043","7,715","1,694",30.5
                Ikwera,,"1,226","1,358","2,584",504,30
                Teduka,,"2,446","2,685","5,131","1,190",30.7
,,,,,,
Chawente Sub C ounty,,"16,757","17,180","33,937","6,342",20.1
                Acenlw oro,,"3,305","3,262","6,567","1,251",21.3
                Ajar,,"2,856","2,864","5,720","1,028",19.5
                Alido,,"2,819","2,954","5,773","1,117",19
                Atongtid i,,"5,104","5,355","10,459","1,925",21.7
                Atule,,"2,673","2,745","5,418","1,021",17.1
,,,,,,
Inomo Sub Coun ty,,"14,515","15,097","29,612","5,777",22.1
                Abedmo t,,"2,149","2,209","4,358",854,20.4
                Agwiciri,,"2,633","2,846","5,479","1,072",22.9
                Ajok,,"3,371","3,443","6,814","1,329",22.6
                Aluka,,"2,415","2,445","4,860",938,20.3
                Banya,,"1,735","1,855","3,590",700,22.1
                Inomo,,"2,212","2,299","4,511",884,23.6
,,,,,,
Nambieso Sub C ounty,,"23,593","24,693","48,286","9,232",22.9
                Abuli,,"2,292","2,388","4,680",888,24.5
                Acaba,,"2,753","2,952","5,705","1,087",21.6
                Anwangi,,"3,390","3,528","6,918","1,312",24.7
                Aornga,,"2,173","2,303","4,476",902,24.9
                Ayabi,,"2,266","2,364","4,630",860,24.4
                Bung,,"2,735","2,950","5,685","1,088",23.5
                Etekobe r,,"2,896","2,886","5,782","1,100",19.9
                Ogwil,,"1,317","1,375","2,692",534,21.2
                Owiny,,"2,403","2,592","4,995",958,23.5
                Punuata r,,"1,368","1,355","2,723",503,17.7
,,,,,,
Akokoro Sub Co unty,,"21,353","20,758","42,111","8,342",19.5
                Akokoro,,"1,967","1,985","3,952",763,20.4
                Alaro,,"3,741","3,745","7,486","1,438",18.2
                Amun,,"2,035","2,096","4,131",729,14.1
                Apoi,,"2,342","2,128","4,470",839,21
                Awila,,"2,492","2,514","5,006",933,26.3
                Ayago,,"2,533","2,580","5,113",941,19.9
                Ayeolye c,,"3,428","3,140","6,568","1,548",18.9
                Kungu,,"2,815","2,570","5,385","1,151",17.8
,,,,,,
Chegere Sub Co unty,,"17,330","18,149","35,479","7,162",24.1
                Adem,,"1,564","1,624","3,188",642,24.1
                Agong,,982,970,"1,952",396,19.2
                Atigolw ok,,"1,774","1,849","3,623",748,27.5
                Barodilo,,"1,587","1,608","3,195",631,19.8
                Chegere,,"2,366","2,598","4,964","1,051",25.6
                Ilee,,"1,404","1,378","2,782",529,23.1
                Kidilani,,"2,626","2,808","5,434","1,066",25
                Ololang o,,"1,533","1,609","3,142",607,18.1
                Ongica,,"1,818","1,907","3,725",739,24
                Teboke,,"1,676","1,798","3,474",753,29.3
,,,,,,
Ibuje Sub County,,"19,799","20,348","40,147","7,759",20.9
                Aganga,,"3,316","3,242","6,558","1,220",16.3
                Aketo,,"3,378","3,417","6,795","1,302",20.9
                Alworoc eng,,"4,313","4,486","8,799","1,702",22.6
                Amii Am ilo,,"3,244","3,413","6,657","1,366",22.3
                Amiiabe ridwogo,,"2,265","2,365","4,630",893,23.5
                Tarogali,,"3,283","3,425","6,708","1,276",20
,,,,,,
,,"32,870","34,715","67,585","13,145",23.2
Apac Sub County,,"25,628","26,985","52,613","10,144",21.5
                Abedi,,"5,855","6,236","12,091","2,375",20.6
                Akere,,"4,473","4,686","9,159","1,705",20.5
                Atana,,"5,225","5,635","10,860","2,060",24.1
                Atik,,"5,697","5,845","11,542","2,255",21.6
                Atopi,,"4,378","4,583","8,961","1,749",20.4
,,,,,,
Apac Town Coun cil,,"7,242","7,730","14,972","3,001",29
                Eastern,,"3,941","4,284","8,225","1,592",26.4
                Western,,"3,301","3,446","6,747","1,409",31.9
,,,,,,
,,,,,,
,,,,,,
Arua District,,"374,755","407,322","782,077","146,627",25.7
Arua Hill Division,,"9,390","9,183","18,573","2,957",30
                Awindiri,,"4,868","4,519","9,387","1,482",32.1
                Bazaar,,"2,263","2,274","4,537",757,27.1
                Mvara,,"2,259","2,390","4,649",718,28.8
,,,,,,
River Oli Division,,"20,326","23,063","43,389","7,245",25.9
                Kenya,,"6,279","7,069","13,348","2,255",23.9
                Pangisa,,"6,815","7,651","14,466","2,644",29.2
                Tangan yika,,"7,232","8,343","15,575","2,346",24
,,,,,,
,,"116,464","130,626","247,090","46,380",27
Adumi Sub Coun ty,,"14,614","16,159","30,773","5,919",26.6
                Anyara,,"1,793","2,003","3,796",824,28
                Kati,,"2,517","2,651","5,168",912,27.7
                Mite,,"3,140","3,500","6,640","1,297",27.5
                Nyiovur a,,"4,349","4,903","9,252","1,760",24.4
                Ombac hi,,"2,815","3,102","5,917","1,126",26.9
,,,,,,
Aroi Sub County,,"11,601","12,760","24,361","4,590",29
                Aliba,,"1,571","1,693","3,264",658,30.1
                Alivu,,"1,859","2,114","3,973",764,32.9
                Bura,,"2,351","2,656","5,007",958,28.9
                Kamule,,"1,366","1,435","2,801",476,33.6
                Micu,,"2,464","2,712","5,176",968,27.3
                Robu,,"1,990","2,150","4,140",766,23.5
,,,,,,
Ayivuni Sub Cou nty,,"10,871","11,809","22,680","4,546",24.2
                Anzu,,"3,265","3,725","6,990","1,414",23.3
                Kubo,,"1,883","2,005","3,888",836,26.9
                Mbarak a,,"3,225","3,327","6,552","1,308",23.2
                Olevu,,"2,498","2,752","5,250",988,24.4
,,,,,,
Dadamu Sub Co unty,,"19,262","21,816","41,078","7,263",26.3
                Arivu,,"3,893","4,306","8,199","1,347",26.2
                Ariwara,,"4,190","4,906","9,096","1,577",27.1
                Luvu,,"1,405","1,495","2,900",618,23.9
                Odravu,,"2,295","2,477","4,772",931,23.6
                Oduluba,,"2,283","2,677","4,960",913,30
                Tangan yika,,"3,402","3,829","7,231","1,154",22.7
                Yapi,,"1,794","2,126","3,920",723,31.4
,,,,,,
Manibe Sub Cou nty,,"13,774","15,505","29,279","5,831",29.4
                Eleku,,"1,715","1,954","3,669",734,28.2
                Ewadri,,"1,697","1,901","3,598",691,27.5
                Lufe,,"2,326","2,701","5,027","1,011",27.8
                Odravu,,"1,608","1,776","3,384",710,29.6
                Ombac hi,,"1,460","1,603","3,063",609,23.3
                Ombok oro,,"1,810","2,052","3,862",750,29.9
                Oreku,,"2,124","2,296","4,420",844,35.1
                Robu,,"1,034","1,222","2,256",482,33.8
,,,,,,
Oluko Sub Count y,,"18,276","20,430","38,706","7,235",26.7
                Ambeko,,"1,060","1,140","2,200",436,26.4
                Anipi,,"1,397","1,517","2,914",568,21.3
                Bunyu,,"1,666","1,666","3,332",648,29.3
                Nyio,,"2,013","2,160","4,173",654,36.9
                Ombok oro,,"1,703","1,871","3,574",651,29.3
                Onzivu,,"5,689","6,839","12,528","2,228",22.8
                Turu,,"1,328","1,497","2,825",623,29.2
                Wandi,,"1,399","1,519","2,918",538,24.7
                Yabiavo ko,,"2,021","2,221","4,242",889,28
,,,,,,
Pajulu Sub Coun ty,,"28,066","32,147","60,213","10,996",27.1
                Adalafu,,"5,585","6,226","11,811","2,020",26.3
                Alivu,,"2,753","3,176","5,929","1,002",28
                Driwala,,"4,473","5,044","9,517","1,696",25.9
                Etori,,"2,544","2,976","5,520","1,049",23.4
                Komite,,"3,031","3,695","6,726","1,365",29
                Nyaracu,,"1,239","1,304","2,543",473,27.1
                Urugbo,,"1,665","1,881","3,546",648,30.1
                Pokea,,"3,880","4,660","8,540","1,630",29.6
                Yivu,,"2,896","3,185","6,081","1,113",25.6
,,,,,,
,,"68,376","71,812","140,188","26,936",24
Anyiribu Sub Co unty,,"3,836","4,066","7,902","1,591",21.1
                Ayuu,,779,793,"1,572",339,20.6
                Bondo,,"1,204","1,307","2,511",490,18
                Omii,,"1,250","1,266","2,516",492,22.8
                Yilli,,603,700,"1,303",270,24.1
,,,,,,
Ewanga Sub Cou nty,,"4,222","4,088","8,310","1,484",22.6
                Dumun ga,,"1,315","1,292","2,607",417,24.2
                Ewangu ru,,"1,084","1,136","2,220",400,27
                Roga,,828,776,"1,604",281,23.1
                Wakanadinya,,995,884,"1,879",386,16.1
,,,,,,
Offaka Sub Coun ty,,"9,228","9,938","19,166","3,932",22.5
                Adraa,,"2,122","2,277","4,399",875,20.6
                Elibu,,"2,478","2,621","5,099","1,065",23.7
                Ocebu,,"1,797","1,898","3,695",758,20.7
                Oribu,,"2,831","3,142","5,973","1,234",24
,,,,,,
Ogoko Sub Coun ty,,"9,300","9,349","18,649","3,388",22.3
                Ayavu,,"1,888","1,910","3,798",737,22.9
                Enyio,,988,"1,094","2,082",450,25.3
                Olali,,"2,269","2,267","4,536",784,21.2
                Pamvar a,,"2,258","2,337","4,595",758,22.7
                Yachi,,"1,897","1,741","3,638",659,20.3
,,,,,,
Okollo Sub Coun ty,,"8,620","9,212","17,832","3,732",24.2
                Ajibu,,"1,858","1,959","3,817",845,25
                Baito,,"1,966","1,943","3,909",768,20.8
                Okollo,,"2,574","2,914","5,488","1,160",27.5
                Onyomu,,"2,222","2,396","4,618",959,22.3
,,,,,,
Pawor Sub Coun ty,,"4,663","5,119","9,782","1,887",21.3
                Ndavu,,773,842,"1,615",331,16.6
                Jolyevu,,832,961,"1,793",388,18.8
                Panduk u,,"1,888","1,992","3,880",702,22.8
                Parabok,,"1,170","1,324","2,494",466,24.5
,,,,,,
Rhino Camp Sub  County,,"11,708","12,096","23,804","3,987",27.8
                Anipi,,"1,554","1,430","2,984",516,24.6
                Awuvu,,"2,195","2,408","4,603",715,21.7
                Bandili,,"1,972","1,978","3,950",679,29.3
                Eramva,,"1,990","2,195","4,185",709,30.5
                Gbulukuatuni,,"2,476","2,509","4,985",841,33.3
                Manago,,"1,521","1,576","3,097",527,25
,,,,,,
Rigbo Sub Count y,,"12,677","13,268","25,945","5,069",25
                Aliba,,"3,203","3,372","6,575","1,310",28.2
                Kwili,,"2,256","2,389","4,645",903,26.4
                Luba,,"2,948","3,254","6,202","1,116",23.1
                Ocea,,"1,113","1,099","2,212",498,28.5
                Odobu,,"1,202","1,104","2,306",464,21.8
                Odoi,,"1,955","2,050","4,005",778,20.2
,,,,,,
Uleppi Sub Coun ty,,"4,122","4,676","8,798","1,866",24.9
                Arara,,"1,053","1,163","2,216",491,24
                Katiyi,,"1,450","1,623","3,073",640,21.9
                Laura,,"1,619","1,890","3,509",735,28.2
,,,,,,
Aii-Vu Sub Count y,,"19,685","20,619","40,304","7,054",20.9
                Alia,,"1,778","1,880","3,658",668,22.3
                Aripia,,"2,750","2,967","5,717","1,012",21.2
                Ayuri,,"2,114","2,287","4,401",831,21.7
                Edayi,,"1,847","1,943","3,790",655,22.1
                Erea,,"2,341","2,360","4,701",833,18.4
                Onai,,"2,620","2,651","5,271",825,18.9
                Onzoro,,"2,594","2,687","5,281",938,23.7
                Otrevu,,"1,939","2,079","4,018",731,19.7
                Paranga,,"1,702","1,765","3,467",561,20
,,,,,,
Bileafe Sub Cou nty,,"10,326","11,064","21,390","3,819",25.4
                Abindi,,"2,796","3,063","5,859","1,089",30.1
                Adripi,,"2,067","2,205","4,272",755,20.4
                Ajiraku,,"2,249","2,419","4,668",851,27.6
                Nicu,,"3,214","3,377","6,591","1,124",22.6
,,,,,,
Katrini Sub County,,"15,083","16,816","31,899","6,520",26.8
                Anavu,,"2,152","2,348","4,500",930,21.3
                Ocopi,,"2,955","3,328","6,283","1,245",30.6
                Okavu,,"1,793","1,922","3,715",729,29.1
                Olea,,"1,823","2,061","3,884",817,26.2
                Olua,,"3,762","4,226","7,988","1,650",25.3
                Onzoro,,"2,598","2,931","5,529","1,149",28.4
,,,,,,
Omugo Sub Cou nty,,"20,770","22,808","43,578","7,907",24.3
                Angazi,,"2,561","2,833","5,394","1,029",26.5
                Anyufira,,"2,810","3,246","6,056","1,114",26.3
                Bura,,"3,612","3,965","7,577","1,354",21.9
                Duku,,"1,410","1,574","2,984",630,27.5
                Ndaapi,,"2,300","2,463","4,763",867,17.8
                Obi,,"3,356","3,592","6,948","1,139",26.4
                Owayi,,"2,622","2,822","5,444",974,26.2
                Yiddu,,"2,099","2,313","4,412",800,22.1
,,,,,,
Odupi Sub Count y,,"18,765","19,946","38,711","6,867",20.7
                Azapi,,"2,301","2,560","4,861",853,20.5
                Imvepi,,"4,899","4,836","9,735","1,707",15.5
                Lugbari,,"2,261","2,430","4,691",867,23.3
                Okavu,,"2,337","2,541","4,878",824,21.6
                Ombok oro,,"1,778","1,869","3,647",621,23.3
                Orivu,,"3,281","3,552","6,833","1,233",22.9
                Otumba ri,,"1,908","2,158","4,066",762,22.7
,,,,,,
Uriama Sub Cou nty,,"11,542","11,879","23,421","4,118",29.6
                Akinio,,"2,256","2,341","4,597",821,20.3
                Ejoni,,"2,438","2,544","4,982",984,29
                Katiku,,"1,593","1,536","3,129",533,34.9
                Maraju,,"3,465","3,548","7,013","1,102",30.1
                Otumbari,,"1,790","1,910","3,700",678,36.6
,,,,,,
Ajia Sub County,,"13,232","14,064","27,296","5,748",25.7
                Ajia,,"1,234","1,320","2,554",550,23.6
                Alivu,,"1,157","1,281","2,438",519,31
                Aya-Aya,,"1,342","1,260","2,602",561,19.6
                Ayaa,,"1,205","1,206","2,411",482,21.8
                Ewaa,,"1,816","2,010","3,826",751,28.9
                Nyirivu,,"1,969","2,076","4,045",886,25.7
                Ocoko,,"1,243","1,375","2,618",553,28.4
                Olevu,,"1,466","1,486","2,952",635,20.8
                Ombok oro,,"1,800","2,050","3,850",811,29.3
,,,,,,
Arivu Sub Count y,,"11,617","12,573","24,190","4,816",25.4
                Awika,,"2,973","2,907","5,880","1,099",27
                Eceko,,"1,835","2,010","3,845",713,20.8
                Ombavu,,"1,894","2,090","3,984",850,26.8
                Omoo,,"1,737","2,009","3,746",782,29
                Pajuru,,"1,507","1,678","3,185",641,20.6
                Ulupi,,"1,671","1,879","3,550",731,25.9
,,,,,,
Logiri Sub Count y,,"18,035","19,415","37,450","7,331",23.1
                Anyavu,,"3,734","3,990","7,724","1,576",25.5
                Chiaba,,"1,633","1,858","3,491",673,22.7
                Jiki,,"1,059","1,109","2,168",405,20
                Lazebu,,"3,391","3,414","6,805","1,265",16.3
                Okavu,,"3,135","3,198","6,333","1,266",22.1
                Oliba,,"1,900","2,017","3,917",760,21.4
                Ozoo,,"3,183","3,829","7,012","1,386",29.4
,,,,,,
Vurra Sub Count y,,"21,144","23,454","44,598","8,929",31.5
                Ajono,,"2,867","3,278","6,145","1,271",30.7
                Anzuu,,"1,414","1,530","2,944",606,30.4
                Ayavu,,"2,023","2,321","4,344",899,31.8
                Eruba,,"3,325","3,749","7,074","1,364",31.2
                Ezuku,,"1,854","2,021","3,875",814,39.1
                Kuluva,,"1,824","2,175","3,999",702,31.3
                Nyio,,"2,501","2,694","5,195","1,029",27.6
                Opia,,"1,860","1,995","3,855",787,27.8
                Ringili,,"1,261","1,452","2,713",574,32.9
                Tilevu,,"2,215","2,239","4,454",883,33.5
,,,,,,
,,,,,,
,,,,,,
Gulu District,,"134,571","141,042","275,613","55,441",29.6
Awach Sub Coun ty,,"9,157","9,750","18,907","3,656",28.6
                Gwengd iya,,"2,464","2,529","4,993",978,27.1
                Paduny,,"2,391","2,686","5,077",962,30.5
                Paibona,,"2,648","2,832","5,480","1,107",30.1
                Pukony,,"1,654","1,703","3,357",609,25.6
,,,,,,
Bungatira Sub C ounty,,"16,042","16,829","32,871","6,651",30.7
                Agonga,,"2,406","2,520","4,926",965,31.7
                Atiabar,,"2,440","2,708","5,148","1,038",26.9
                Laliya,,"3,616","3,662","7,278","1,520",33.8
                Laroo,,"2,038","2,172","4,210",879,34.9
                Oitino,,"1,837","1,865","3,702",741,26
                Pabwo,,"1,656","1,802","3,458",693,28.4
                Punena,,"2,049","2,100","4,149",815,30.3
,,,,,,
Paicho Sub Cou nty,,"11,924","12,564","24,488","4,815",28
                Kal  Alii,,"3,120","3,494","6,614","1,342",30.1
                Kalumu,,"3,596","3,759","7,355","1,436",26.5
                Omel,,"2,839","2,869","5,708","1,082",27.3
                Pagik,,"2,369","2,442","4,811",955,28.2
,,,,,,
Palaro Sub Coun ty,,"6,792","6,763","13,555","2,703",27.1
                Labwor omor,,"1,815","1,904","3,719",774,31.8
                Mede,,"1,774","1,873","3,647",747,26.2
                Owalo,,"3,203","2,986","6,189","1,182",24.5
,,,,,,
Patiko Sub Coun ty,,"9,035","9,317","18,352","3,545",23.7
                Kal,,"2,866","2,792","5,658","1,086",25.4
                Pawel,,"2,784","2,816","5,600","1,090",22
                Pugwen yi,,"3,385","3,709","7,094","1,369",23.6
,,,,,,
Unyama Sub Co unty,,"8,416","8,718","17,134","3,498",30.9
                Angaya,,"1,978","2,031","4,009",808,26.2
                Oding,,"1,726","1,798","3,524",708,28
                Pakwelo,,"2,392","2,415","4,807",994,28.7
                Unyama,,"2,320","2,474","4,794",988,39.2
,,,,,,
Bar Dege Divisio n,,"19,871","20,451","40,322","7,278",32.5
                Bar Deg e,,"2,635","3,029","5,664","1,092",33.6
                For God,,"4,388","4,641","9,029","1,093",38.2
                Kanyag oga,,"7,077","6,410","13,487","2,490",27.8
                Kasubi,,"5,771","6,371","12,142","2,603",34.3
,,,,,,
Laroo Division,,"13,317","13,996","27,313","6,173",31.9
                Agwee,,"3,578","3,721","7,299","1,374",30.6
                Iriaga,,"3,869","4,211","8,080","1,745",31.1
                Pece Pr ison,,"4,546","4,549","9,095","2,351",32.2
                Queen' S,,"1,324","1,515","2,839",703,35.8
,,,,,,
Layibi Division,,"18,482","18,723","37,205","7,918",29.5
                Kirombe,,"3,710","4,102","7,812","1,908",30.3
                Library,,"6,133","5,159","11,292","2,240",27.1
                Patuda,,"3,419","3,841","7,260","1,456",34.3
                Techo,,"5,220","5,621","10,841","2,314",28
,,,,,,
Pece Division,,"21,535","23,931","45,466","9,204",28.9
                Labour Line,,"1,483","1,597","3,080",696,32.6
                Pawel,,"3,310","3,716","7,026","1,318",31.4
                Tegwan a,,"9,734","10,775","20,509","4,109",27.9
                Vangua rd,,"7,008","7,843","14,851","3,081",28.4
,,,,,,
,,,,,,
,,,,,,
Kitgum District,,"99,258","104,790","204,048","39,697",25.5
Kitgum Matidi Su b County,,"8,131","8,390","16,521","3,219",24.7
                Ibakara,,"2,680","2,807","5,487","1,084",27.8
                Lumule,,"1,996","2,085","4,081",781,20.9
                Oryang B,,"1,455","1,477","2,932",578,24.2
                Paibony,,"2,000","2,021","4,021",776,24.7
,,,,,,
Labongo Akwan g Sub County,,"7,519","8,091","15,610","3,028",24.2
                Lamit,,"2,456","2,593","5,049",984,24.2
                Lukwar,,"1,072","1,170","2,242",429,20.7
                Mura,,"1,205","1,334","2,539",479,27.3
                Pajimo,,"2,786","2,994","5,780","1,136",24.2
,,,,,,
Labongo Amida Sub County,,"7,680","8,005","15,685","3,062",27.5
                Akworo,,"1,645","1,678","3,323",651,31.8
                Koch,,"1,001","1,048","2,049",397,30.7
                Lamola,,"1,407","1,457","2,864",566,29.3
                Lukwor,,"1,439","1,509","2,948",567,27.7
                Okidi,,"1,482","1,563","3,045",572,21
                Oryang,,706,750,"1,456",309,23
,,,,,,
Labongo Layam o Sub County,,"5,760","5,889","11,649","2,194",28
                Ocettok e,,"1,212","1,297","2,509",477,32.5
                Pagen,,"1,701","1,708","3,409",654,30.3
                Paibwor,,"1,413","1,432","2,845",532,22.7
                Pamolo,,"1,434","1,452","2,886",531,26.6
,,,,,,
Lagoro Sub Cou nty,,"7,700","7,962","15,662","2,870",20.6
                Laber,,"1,743","1,695","3,438",620,19.2
                Lakwor,,"1,718","1,891","3,609",654,16.8
                Lalano,,"1,959","2,043","4,002",732,24.3
                Pawidi,,"2,280","2,333","4,613",864,21.3
,,,,,,
Mucwini Sub Co unty,,"10,461","10,715","21,176","4,117",28.6
                Akara,,"1,259","1,299","2,558",523,27.5
                Bura,,"1,310","1,306","2,616",485,24.3
                Ogwapo ke,,861,941,"1,802",372,30.4
                Okol,,558,707,"1,265",261,31.8
                Pachua,,633,646,"1,279",257,25.7
                Pajong,,"1,439","1,449","2,888",551,23.2
                Pubech,,"1,371","1,421","2,792",535,30.1
                Pudo,,"1,517","1,406","2,923",544,26.5
                Yepa,,"1,513","1,540","3,053",589,37.4
,,,,,,
Namokora Sub C ounty,,"6,912","7,255","14,167","2,646",24.8
                Kalabon g,,"1,419","1,467","2,886",558,27.2
                Pagwok,,"2,518","2,620","5,138",949,22.9
                Pugoda East,,"1,238","1,238","2,476",476,22.7
                Pugoda West,,"1,737","1,930","3,667",663,27.1
,,,,,,
Omiya Anyima S ub County,,"10,268","10,815","21,083","3,843",25.3
                Akobi,,"2,668","2,727","5,395",997,22.5
                Melong,,"2,334","2,424","4,758",893,26.7
                Palwo,,"2,238","2,377","4,615",823,25.4
                Panyum  Pella,,"3,028","3,287","6,315","1,130",26.8
,,,,,,
Orom Sub Count y,,"13,341","14,435","27,776","5,047",22.5
                Katwot wo,,"1,550","1,622","3,172",613,20.1
                Kiteny,,"3,322","3,510","6,832","1,256",25.3
                Lolia,,"2,610","2,931","5,541",970,22
                Lolwa,,"2,618","2,800","5,418",996,22.1
                Okurum o,,"1,435","1,635","3,070",519,18.9
                Okuti,,"1,806","1,937","3,743",693,23.8
,,,,,,
Central Division,,"5,075","5,385","10,460","2,302",28.5
                Town,,"1,304","1,520","2,824",585,27.2
                Westlan d A,,"1,495","1,680","3,175",696,28.2
                Westlan d B,,"2,276","2,185","4,461","1,021",29.4
,,,,,,
Pager Division,,"7,401","8,135","15,536","3,306",26.1
                Greenla nd,,"2,443","2,621","5,064","1,032",23
                Pager A,,"1,173","1,293","2,466",497,31.2
                Pager B,,"2,198","2,402","4,600","1,077",26.2
                Pongdw ongo,,"1,587","1,819","3,406",700,26.9
,,,,,,
Pandwong Divisi on,,"9,010","9,713","18,723","4,063",26.3
                Alango,,"2,124","2,162","4,286",873,26
                Guu A,,"1,320","1,380","2,700",618,26.5
                Guu B,,"1,894","2,130","4,024",945,24.9
                Pandwo ng,,"3,672","4,041","7,713","1,627",27.1
,,,,,,
,,,,,,
,,,,,,
Kotido District,,"86,169","94,881","181,050","26,181",23.2
Kacheri Sub County,,"13,946","16,070","30,016","4,832",21.5
                Kacheri,,"5,924","7,082","13,006","2,173",26
                Lokiding,,"3,376","3,757","7,133","1,116",15.6
                Losakuc ha,,"4,646","5,231","9,877","1,543",19.6
,,,,,,
Kotido Sub Coun ty,,"3,780","4,675","8,455","1,446",27.8
                Lokitela ebu,,"3,780","4,675","8,455","1,446",27.8
,,,,,,
Rengen Sub Cou nty,,"15,360","16,447","31,807","4,196",22.9
                Lokadeli,,"3,435","3,570","7,005",960,17.5
                Lopuyo,,"4,071","3,671","7,742",913,21.5
                Nakwak wa,,"5,139","5,790","10,929","1,435",28.6
                Napong a,,"2,715","3,416","6,131",888,21.1
,,,,,,
Nakapelimoru Su b County,,"13,131","13,381","26,512","3,212",22.3
                Lookoro k,,"2,597","2,462","5,059",695,23.7
                Potongo r,,"2,227","2,969","5,196",826,19.5
                Wataka u,,"8,307","7,950","16,257","1,691",23.1
,,,,,,
Panyangara Sub County,,"8,328","9,478","17,806","2,444",22.1
                Loposa,,"4,577","5,330","9,907","1,385",19.4
                Rikitae,,"3,751","4,148","7,899","1,059",25.7
,,,,,,
Central Division,,"6,659","7,179","13,838","2,783",30.4
                Kotido Central,,716,863,"1,579",415,37.6
                Kotido East,,"1,110","1,202","2,312",613,27.4
                Kotido North,,502,598,"1,100",181,35.4
                Kotido Rural,,"2,608","2,908","5,516",805,32.4
                Kotido West,,510,520,"1,030",201,31.3
                Narikap et,,"1,213","1,088","2,301",568,23.4
,,,,,,
Kanawat Division,,"8,033","8,531","16,564","2,084",27.4
                Kanawat,,"3,301","3,655","6,956",910,31.3
                Rom-Rom,,"4,732","4,876","9,608","1,174",24.3
,,,,,,
Kapadakook Divi sion,,"10,506","11,646","22,152","3,084",19.6
                Kamor,,"5,493","6,706","12,199","1,749",19.7
                Loletio,,"5,013","4,940","9,953","1,335",19.6
,,,,,,
Losilang Division,,"6,426","7,474","13,900","2,100",19.2
                Kotyang,,"2,362","2,871","5,233",808,14.7
                Losilang,,"4,064","4,603","8,667","1,292",22
,,,,,,
,,,,,,
,,,,,,
Lira District,,"196,663","211,380","408,043","89,015",24.4
Adekokwok Sub County,,"19,237","20,720","39,957","8,100",25
                Adekok wok,,"2,473","2,707","5,180","1,056",23.8
                Akia,,"1,752","1,815","3,567",712,26.1
                Angwet angwet,,"3,813","4,389","8,202","1,747",25.2
                Boke,,"3,086","3,470","6,556","1,356",22.3
                Borobor o  East,,"3,752","3,809","7,561","1,438",25.9
                Borobor o West,,"2,680","2,794","5,474","1,093",28.9
                Burlobo,,"1,681","1,736","3,417",698,22.5
,,,,,,
Agali Sub County,,"12,195","12,661","24,856","5,137",21.6
                Abongo rwot,,"1,960","1,956","3,916",773,21
                Adyaka,,"2,217","2,325","4,542",965,22
                Alyet,,"1,802","1,832","3,634",786,23.4
                Apanylo ngo,,"1,849","1,965","3,814",769,19.4
                Ocamo nyang,,"2,004","2,045","4,049",827,20.7
                Okile,,"2,363","2,538","4,901","1,017",22.7
,,,,,,
Agweng Sub County,,"13,815","14,779","28,594","6,022",21.9
                Abala,,"1,619","1,733","3,352",708,22.3
                Acelela,,"1,566","1,692","3,258",682,23.2
                Agweng  Town Board,,848,915,"1,763",410,26.3
                Angoloc om,,"1,921","2,034","3,955",845,24.3
                Bar Oga nda,,"1,680","1,821","3,501",721,21.2
                Orit,,"1,913","2,009","3,922",814,21.4
                Te Adw ong,,"2,205","2,242","4,447",911,18.3
